language,source_file,deduped_identifier,row_type,topic_key,hash,source_identifiers,original_text,translated_text
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA56.18,answer,llm-fls-initial@1.0.0,40c45e0fbe03,SA56.18,does an e-cigarette count?,Czy elektroniczna papieroska się liczy?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ57,question,llm-fls-initial@1.0.0,e3f6b49bc206,SQ57,Do you currently,Czy obecnie
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA57.1,answer,llm-fls-initial@1.0.0,91548613a809,SA57.1,yes I do,"tak, robię"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ58,question,llm-fls-initial@1.0.0,defb80de67df,SQ58,Do you drink alcohol?,Czy pijesz alkohol?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.1,answer,llm-fls-initial@1.0.0,8f86ab1d4ccb,SA58.1,yes,tak
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.2,answer,llm-fls-initial@1.0.0,7293bc8c34f2,SA58.2,yes i do,"tak, robię"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.3,answer,llm-fls-initial@1.0.0,1d8b296c859e,SA58.3,yes I do regularly,"tak, robię to regularnie"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.4,answer,llm-fls-initial@1.0.0,d1097e48dfb9,SA58.4,yes occasionally at weekends,tak czasem w weekendy
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.5,answer,llm-fls-initial@1.0.0,432a71e529fb,SA58.5,just the occasional beer,tylko okazjonalne piwo
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.6,answer,llm-fls-initial@1.0.0,8edf532f8ed9,SA58.6,I have a glass of wine with dinner most evenings,Mam kieliszek wina do kolacji większości wieczorów
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.7,answer,llm-fls-initial@1.0.0,2360aa5e0eb5,SA58.7,I drink socially yeah,"Piję towarzysko, tak"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.8,answer,llm-fls-initial@1.0.0,92aaa601d763,SA58.8,hardly ever just on special occasions,"prawie nigdy, tylko na specjalne okazje"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.9,answer,llm-fls-initial@1.0.0,4aa495c14422,SA58.9,no,nie
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.10,answer,llm-fls-initial@1.0.0,68f4611acf07,SA58.10,no I don't,"nie, nie zgadzam się"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.11,answer,llm-fls-initial@1.0.0,09db3c673263,SA58.11,no I stopped drinking years ago for health reasons,"nie, przestałem pić lata temu z powodów zdrowotnych"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.12,answer,llm-fls-initial@1.0.0,fd96ce04eb2a,SA58.12,not anymore I gave it up,"nie już, zrezygnowałem"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.13,answer,llm-fls-initial@1.0.0,704164be47c4,SA58.13,not anymore,nie już
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.14,answer,llm-fls-initial@1.0.0,b700950b4ed8,SA58.14,I used to,Używałem do
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.15,answer,llm-fls-initial@1.0.0,b83d16d13e05,SA58.15,I never drink,Nigdy nie piję
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.16,answer,llm-fls-initial@1.0.0,c843d8877b1f,SA58.16,never,nigdy
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.17,answer,llm-fls-initial@1.0.0,d3dc1c062c10,SA58.17,very rarely maybe once a year so I don't know if that counts,"bardzo rzadko, może raz w roku, więc nie wiem, czy to się liczy"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA58.18,answer,llm-fls-initial@1.0.0,abe1b3a19bc5,SA58.18,None,Żaden
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ59,question,llm-fls-initial@1.0.0,1876246d942f,SQ59,Do you,Czy ty
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA59.1,answer,llm-fls-initial@1.0.0,13821743962b,SA59.1,yes I do drink,"tak, piję"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ60,question,llm-fls-initial@1.0.0,2963ca4de50e,SQ60,"Do you usually drink beer, wine, spirits, or something else?","Czy zwykle pijesz piwo, wino, alkohol lub coś innego?"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.1,answer,llm-fls-initial@1.0.0,502bfb0b9957,SA60.1,I drink beer mostly lager,Piję piwo głównie lager.
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.2,answer,llm-fls-initial@1.0.0,4b17dfb2b8cc,SA60.2,beer,piwo
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.3,answer,llm-fls-initial@1.0.0,74525c405eb2,SA60.3,wine,wino
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.4,answer,llm-fls-initial@1.0.0,4d3fdf798739,SA60.4,whiskey,whiskey
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.5,answer,llm-fls-initial@1.0.0,5aac1f2bfbd7,SA60.5,spirits,duchy
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.6,answer,llm-fls-initial@1.0.0,fce22f725669,SA60.6,mostly beer,głównie piwo
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.7,answer,llm-fls-initial@1.0.0,2cdbb7285f00,SA60.7,mostly wine,głównie wino
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.8,answer,llm-fls-initial@1.0.0,c574dbfed618,SA60.8,mainly wine,głównie wino
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.9,answer,llm-fls-initial@1.0.0,04a79f6b5ba5,SA60.9,wine usually red wine,wino zwykle czerwone wino
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.10,answer,llm-fls-initial@1.0.0,f04ad53bbe79,SA60.10,I drink spirits like whisky,Piję alkohol w postaci whisky
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.11,answer,llm-fls-initial@1.0.0,f537bd7299ec,SA60.11,I'm a whiskey drinker,Jestem pijakiem whiskey
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.12,answer,llm-fls-initial@1.0.0,17bb5bd0f220,SA60.12,a bit of everything really,trochę wszystkiego naprawdę
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.13,answer,llm-fls-initial@1.0.0,c3fe548df5c9,SA60.13,all of them yeah,wszyscy z nich tak
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.14,answer,llm-fls-initial@1.0.0,f0baa24f5907,SA60.14,day to day type thing probably a bit beer bit of wine,rzecz dnia codziennego pewnie trochę piwa trochę wina
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.15,answer,llm-fls-initial@1.0.0,e649c874e175,SA60.15,I don't drink alcohol anymore,Nie piję już alkoholu
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.16,answer,llm-fls-initial@1.0.0,eb56f6a8850b,SA60.16,I stopped drinking,Przestałem pić
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.17,answer,llm-fls-initial@1.0.0,7f2de4c7baf6,SA60.17,I dont drink at all,Nie piję w ogóle
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA60.18,answer,llm-fls-initial@1.0.0,db51a1f9052c,SA60.18,I can't really say it depends,"Nie mogę powiedzieć, że to zależy"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ61,question,llm-fls-initial@1.0.0,08d1f61950d1,SQ61,Do you usually dr,Czy zwykle dr
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA61.1,answer,llm-fls-initial@1.0.0,3ed25241b289,SA61.1,yes mostly beer,tak głównie piwo
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ62,question,llm-fls-initial@1.0.0,9b0e989604da,SQ62,"So I just want to ask, sometimes where you're born and have grown up can affect your future risk of having a fracture. Were you born in the UK?","Czyli po prostu chcę zapytać, czasem to, gdzie się urodziło i gdzie się wychowało, może mieć wpływ na przyszłe ryzyko złamania. Czy urodziłeś się w Wielkiej Brytanii?"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.1,answer,llm-fls-initial@1.0.0,73fe01b55c73,SA62.1,yes,tak
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.2,answer,llm-fls-initial@1.0.0,3b8fdac07938,SA62.2,yes I was born in the UK,"tak, urodziłem się w Wielkiej Brytanii"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.3,answer,llm-fls-initial@1.0.0,22cf1c8e4512,SA62.3,i was yeah,byłem tak
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.4,answer,llm-fls-initial@1.0.0,9bb436091eee,SA62.4,ive always lived in the uk,Zawsze mieszkałem w Wielkiej Brytanii
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.5,answer,llm-fls-initial@1.0.0,1f138ac0fdc6,SA62.5,england yeah,anglia tak
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.6,answer,llm-fls-initial@1.0.0,fc84508df610,SA62.6,yeah scotland,tak szkocja
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.7,answer,llm-fls-initial@1.0.0,294d7a6e349f,SA62.7,i was born in wales,Urodziłem się w Walii
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.8,answer,llm-fls-initial@1.0.0,41dbba73ea9e,SA62.8,i was born in england,Urodziłem się w Anglii
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.9,answer,llm-fls-initial@1.0.0,0342e5975888,SA62.9,i was born in scotland,Urodziłem się w Szkocji
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.10,answer,llm-fls-initial@1.0.0,fe473b2b5d6d,SA62.10,i was born in northern ireland,Urodziłem się w Irlandii Północnej
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.11,answer,llm-fls-initial@1.0.0,7d363eb8dc6e,SA62.11,no,nie
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.12,answer,llm-fls-initial@1.0.0,456dc54e7e6c,SA62.12,I have been here most of my life but was actually born in south africa,"Byłem tutaj przez większość mojego życia, ale tak naprawdę urodziłem się w Południowej Afryce."
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.13,answer,llm-fls-initial@1.0.0,2126a5a9833f,SA62.13,I was born in australia but I've lived in england for most of my life,"Urodziłem się w Australii, ale większość mojego życia spędziłem w Anglii."
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.14,answer,llm-fls-initial@1.0.0,369fa0344435,SA62.14,i was born in spain but moved when i was very young,"Urodziłem się w Hiszpanii, ale wyjechałem, gdy byłem bardzo młody"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.15,answer,llm-fls-initial@1.0.0,e9d109732a0c,SA62.15,i was born here,urodziłem się tutaj
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA62.16,answer,llm-fls-initial@1.0.0,655df88d5a4e,SA62.16,sorry why do you need to know that,"Przepraszam, dlaczego musisz to wiedzieć"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ63,question,llm-fls-initial@1.0.0,083a6be0c198,SQ63,were you bo,czy ty by
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA63.1,answer,llm-fls-initial@1.0.0,f7820a239927,SA63.1,yes i was,tak byłem
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ64,question,llm-fls-initial@1.0.0,d38c80116f1e,SQ64,Would you mind sharing which country you were born in?,"Czy mógłbyś powiedzieć, w jakim kraju się urodziłeś?"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA64.1,answer,llm-fls-initial@1.0.0,cc41c48eaf64,SA64.1,south africa,Południowa Afryka
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA64.2,answer,llm-fls-initial@1.0.0,4d8a4906f5fd,SA64.2,pakistan,Pakistani
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA64.3,answer,llm-fls-initial@1.0.0,24ca309ef0d0,SA64.3,australia,Australia
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA64.4,answer,llm-fls-initial@1.0.0,2a4e4fb90fdd,SA64.4,spain,Hiszpania
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA64.5,answer,llm-fls-initial@1.0.0,eccb8bab37b3,SA64.5,i was born in india,Urodziłem się w Indiach
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA64.6,answer,llm-fls-initial@1.0.0,77a9220461e0,SA64.6,it was a very sunny place,To było bardzo słoneczne miejsce
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA64.7,answer,llm-fls-initial@1.0.0,02f0e0647c49,SA64.7,somehwere in the country side,gdzieś na wsi
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA64.8,answer,llm-fls-initial@1.0.0,a00cd971df73,SA64.8,i don't know really,nie wiem właściwie
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA64.9,answer,llm-fls-initial@1.0.0,038a190bff9d,SA64.9,sorry why do you need to know that,"Przepraszam, dlaczego musisz to wiedzieć"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ65,question,llm-cataract-pre-assessment@1.0.0,b3edffd75cab,SQ65,Do you normally drive?,Czy zwykle prowadzisz?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA65.1,answer,llm-cataract-pre-assessment@1.0.0,032d1ea03956,SA65.1,yes I drive to work every day,"Tak, jeżdżę do pracy każdego dnia"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA65.2,answer,llm-cataract-pre-assessment@1.0.0,df1610135f19,SA65.2,yes I do,"tak, robię"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA65.3,answer,llm-cataract-pre-assessment@1.0.0,19deecaa1fc7,SA65.3,no I stopped driving,"nie, przestałem jeździć"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA65.4,answer,llm-cataract-pre-assessment@1.0.0,21a68f9f0f52,SA65.4,no I don't drive,"nie, nie prowadzę"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA65.5,answer,llm-cataract-pre-assessment@1.0.0,6c7e573330cc,SA65.5,I used to but not anymore,"Używałem, ale już nie"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA65.6,answer,llm-cataract-pre-assessment@1.0.0,f1876b4988be,SA65.6,my son drives me everywhere,Mój syn wozi mnie wszędzie
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA65.7,answer,llm-cataract-pre-assessment@1.0.0,cd5e71dd1c36,SA65.7,I take the bus,Jadę autobusem
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ66,question,llm-cataract-pre-assessment@1.0.0,7bd18e119aaa,SQ66,"Is your eyesight affecting your ability to work, drive, read, watch TV, or recognise faces?","Czy Twoje wzrok wpływa na Twoją zdolność do pracy, prowadzenia pojazdu, czytania, oglądania telewizji lub rozpoznawania twarzy?"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA66.1,answer,llm-cataract-pre-assessment@1.0.0,a3b0c28d07ed,SA66.1,yes it's hard to read now,"tak, teraz jest ciężko czytać"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA66.2,answer,llm-cataract-pre-assessment@1.0.0,53fbba275bc0,SA66.2,I can't recognize people's faces anymore,Nie rozpoznaję już twarzy ludzi
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA66.3,answer,llm-cataract-pre-assessment@1.0.0,1e92f6a40746,SA66.3,no not really,"nie, nie naprawdę"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA66.4,answer,llm-cataract-pre-assessment@1.0.0,cb1800755ee2,SA66.4,it's getting harder to drive at night,staje się coraz trudniej jeździć nocą
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ67,question,llm-cataract-pre-assessment@1.0.0,803f9aa2f84b,SQ67,Is your eyesight causing falls or mobility problems?,Czy Twoje wzrok powoduje upadki lub problemy z mobilnością?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA67.1,answer,llm-cataract-pre-assessment@1.0.0,c887b3a69e93,SA67.1,yes I've fallen twice,"tak, upadłem dwa razy"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA67.2,answer,llm-cataract-pre-assessment@1.0.0,daab0adede00,SA67.2,I go more slowly now,Idę teraz wolniej
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA67.3,answer,llm-cataract-pre-assessment@1.0.0,fef4c0b08469,SA67.3,no no falls,nie nie pada
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ68,question,llm-cataract-pre-assessment@1.0.0,7819cb239268,SQ68,Have you ever had laser eye surgeries to improve your vision?,"Czy kiedykolwiek przeszedłeś operację za pomocą lasera na oczy, aby poprawić swoje wzrok?"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA68.1,answer,llm-cataract-pre-assessment@1.0.0,6986ae1a369c,SA68.1,yes LASIK about 10 years ago,tak LASIK około 10 lat temu
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA68.2,answer,llm-cataract-pre-assessment@1.0.0,1a9ddc589d1a,SA68.2,I had laser surgery in 2015,Miałem laserową operację w 2015 roku
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA68.3,answer,llm-cataract-pre-assessment@1.0.0,07cb465a2fdd,SA68.3,no never,nie nigdy
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA68.4,answer,llm-cataract-pre-assessment@1.0.0,79609e8c4a62,SA68.4,I've had eye surgery but not laser,"Miałem operację oczu, ale nie laserową"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA68.5,answer,llm-cataract-pre-assessment@1.0.0,f42d655392d9,SA68.5,what kind of laser surgery?,jaki rodzaj laserowej operacji?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ69,question,llm-cataract-pre-assessment@1.0.0,ac4491b35157,SQ69,"So apart from cataract surgery, have you ever had any other eye operations, on either of your eyes?","Poza operacją zaćmy, czy kiedykolwiek miałeś jakieś inne operacje oczu, na którymkolwiek z oczu?"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA69.1,answer,llm-cataract-pre-assessment@1.0.0,38b21174f57f,SA69.1,yes I had glaucoma surgery,"Tak, miałem operację jaskry"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA69.2,answer,llm-cataract-pre-assessment@1.0.0,9cc66ee1394e,SA69.2,I had a detached retina fixed,"Miałem odklejoną siatkówkę, która została naprawiona"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA69.3,answer,llm-cataract-pre-assessment@1.0.0,4e391af9c45a,SA69.3,no no other operations,nie nie inne operacje
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA69.4,answer,llm-cataract-pre-assessment@1.0.0,e564054f1050,SA69.4,I've had eye tests but no operations,"Miałem badania wzroku, ale nie operacje."
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ70,question,llm-cataract-pre-assessment@1.0.0,efe929cc33da,SQ70,"And have you ever had a severe eye injury, to either of your eyes?","Czy kiedykolwiek doznałeś poważnej kontuzji oka, któregokolwiek z oczu?"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA70.1,answer,llm-cataract-pre-assessment@1.0.0,8939ac85f163,SA70.1,yes I had a chemical burn years ago,"Tak, miałem oparzenie chemiczne lata temu"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA70.2,answer,llm-cataract-pre-assessment@1.0.0,8197b299c0f8,SA70.2,I got hit in the eye with a tennis ball once,Raz dostałem piłki tenisowej w oko
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA70.3,answer,llm-cataract-pre-assessment@1.0.0,a78098fc22ae,SA70.3,no never injured my eyes,nigdy nie zraniłem moich oczu
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA70.4,answer,llm-cataract-pre-assessment@1.0.0,41ee36d320b5,SA70.4,just the usual irritations nothing severe,"po prostu zwyczajne irytacje, nic poważnego"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ71,question,llm-cataract-pre-assessment@1.0.0,f1f6a08f7a59,SQ71,Are you being seen or treated for any other eye conditions?,Czy jesteś obserwowany lub leczony z powodu innych schorzeń oczu?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA71.1,answer,llm-cataract-pre-assessment@1.0.0,051c20d16a0d,SA71.1,yes I have glaucoma,"Tak, mam jaskrę"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA71.2,answer,llm-cataract-pre-assessment@1.0.0,17e77c0083f7,SA71.2,I'm being treated for macular degeneration,Leczę się z powodu zwyrodnienia plamki żółtej.
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA71.3,answer,llm-cataract-pre-assessment@1.0.0,4df4ca4578b7,SA71.3,no just the cataracts,tylko zaćmy
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA71.4,answer,llm-cataract-pre-assessment@1.0.0,c6830b557953,SA71.4,I have dry eyes but nothing serious,"Mam suche oczy, ale nic poważnego."
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ72,question,llm-cataract-pre-assessment@1.0.0,c7319f17547f,SQ72,"Do you have any of the following, a severe heart problem, a severe breathing problem, or an implantable defibrillator?","Czy masz któryś z następujących problemów: ciężką chorobę serca, ciężki problem z oddychaniem lub wszczepialny kardiowerter-defibrylator?"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA72.1,answer,llm-cataract-pre-assessment@1.0.0,d437b7c144cf,SA72.1,yes I have a defibrillator,"tak, mam defibrylator"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA72.2,answer,llm-cataract-pre-assessment@1.0.0,c0fdf4f93ea9,SA72.2,I have severe COPD,Mam ciężką POChP
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA72.3,answer,llm-cataract-pre-assessment@1.0.0,d15ee1b75b41,SA72.3,no none of those,nie żaden z nich
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA72.4,answer,llm-cataract-pre-assessment@1.0.0,4204fc99c4c3,SA72.4,I have mild asthma but it's controlled,"Mam łagodną astmę, ale jest ona pod kontrolą"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ73,question,llm-cataract-pre-assessment@1.0.0,560d158d34f1,SQ73,Are you taking any blood thinners?,Czy przyjmujesz jakieś leki rozrzedzające krew?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA73.1,answer,llm-cataract-pre-assessment@1.0.0,5f9003a296de,SA73.1,yes I take warfarin,"Tak, przyjmuję warfarynę"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA73.2,answer,llm-cataract-pre-assessment@1.0.0,2c67a1dedb03,SA73.2,I'm on aspirin daily,Biorę aspirynę codziennie
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA73.3,answer,llm-cataract-pre-assessment@1.0.0,c32d6b4790a4,SA73.3,no no blood thinners,nie nie rozrzedzacze krwi
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA73.4,answer,llm-cataract-pre-assessment@1.0.0,e922cccf9d55,SA73.4,I'm not sure what that is,"Nie jestem pewien, co to jest"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ74,question,llm-cataract-pre-assessment@1.0.0,9458e2ca31b3,SQ74,What blood thinners do you take?,Jakie rozrzedzające krew leki przyjmujesz?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA74.1,answer,llm-cataract-pre-assessment@1.0.0,6b6db60d8cf7,SA74.1,I take apixaban,Biorę apiksaban
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA74.2,answer,llm-cataract-pre-assessment@1.0.0,f17a31ef9591,SA74.2,clopidogrel,klopidogrel
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ75,question,llm-cataract-pre-assessment@1.0.0,7a4c3920b654,SQ75,Do you take any regular medication?,Czy przyjmuje Pan/Pani jakieś regularne leki?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA75.1,answer,llm-cataract-pre-assessment@1.0.0,3f1969dbcf42,SA75.1,yes for my blood pressure,tak dla mojego ciśnienia krwi
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA75.2,answer,llm-cataract-pre-assessment@1.0.0,4ade1bfd979b,SA75.2,I take several medications daily,Biorę kilka leków dziennie
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA75.3,answer,llm-cataract-pre-assessment@1.0.0,c7752717c7c7,SA75.3,no just vitamins,tylko witaminy
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA75.4,answer,llm-cataract-pre-assessment@1.0.0,f5fa1cf08dee,SA75.4,nothing prescribed,nic nie przepisano
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ76,question,llm-cataract-pre-assessment@1.0.0,f21fdd5c171e,SQ76,Have you ever been on Tamsulosin or Doxazosin?,Czy kiedykolwiek przyjmowałeś Tamsulosinę lub Doxazosinę?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA76.1,answer,llm-cataract-pre-assessment@1.0.0,ebc03bd1cf02,SA76.1,yes I take Tamsulosin for my prostate,"Tak, przyjmuję Tamsulosin dla mojej prostaty"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA76.2,answer,llm-cataract-pre-assessment@1.0.0,a9747eba7820,SA76.2,I was on Doxazosin but stopped last year,"Byłem na Doxazosinie, ale przestałem używać go w zeszłym roku"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA76.3,answer,llm-cataract-pre-assessment@1.0.0,2897fc95e486,SA76.3,no never taken those,nigdy nie brałem tych
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA76.4,answer,llm-cataract-pre-assessment@1.0.0,ad261cc6745b,SA76.4,I don't recognize those names,Nie rozpoznaję tych nazw.
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ77,question,llm-cataract-pre-assessment@1.0.0,a5a9fc9e1c31,SQ77,Do you have any allergies?,Czy masz jakieś alergie?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA77.1,answer,llm-cataract-pre-assessment@1.0.0,5ff5bb54d4eb,SA77.1,yes to penicillin,tak na penicylinę
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA77.2,answer,llm-cataract-pre-assessment@1.0.0,2f2c637c34fa,SA77.2,I'm allergic to latex,Jestem uczulony na lateks
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA77.3,answer,llm-cataract-pre-assessment@1.0.0,34c06f9c972c,SA77.3,no allergies that I know of,"nie mam żadnych alergii, o których bym wiedział"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA77.4,answer,llm-cataract-pre-assessment@1.0.0,dada9a07415a,SA77.4,just seasonal hay fever,po prostu sezonowa katar sienny
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ78,question,llm-cataract-pre-assessment@1.0.0,1601404dd49b,SQ78,Do you regularly use a wheelchair?,Czy regularnie używasz wózka inwalidzkiego?
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA78.1,answer,llm-cataract-pre-assessment@1.0.0,d97e45810172,SA78.1,yes all the time,tak cały czas
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA78.2,answer,llm-cataract-pre-assessment@1.0.0,a8f8e04a4a93,SA78.2,I use one when I go out,"Używam jednego, gdy wychodzę"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA78.3,answer,llm-cataract-pre-assessment@1.0.0,f29206424843,SA78.3,no I don't,"nie, nie zgadzam się"
Polish,detect_whether_patient_is_experiencing_symptom.csv,SA78.4,answer,llm-cataract-pre-assessment@1.0.0,01862c1d08b1,SA78.4,I use a walking frame,Używam kuli.
Polish,detect_whether_patient_is_experiencing_symptom.csv,SQ79,question,llm-cataract-pre-assessment@1.0.0,972e8f4bffb5,SQ79,Do you usually need assistance getting in and out of your chair?,"Czy zwykle potrzebujesz pomocy, wsiadając i wychodząc ze swojego krzesła?"
